suite_number,ship_date_kst,trans_date_utc_package,package_id,inner_package_id,profit_case,package_merchant,order_type,package_type,country_code,country_name,carrier,carrier_service,package_weight,dimension_weight,package_count,reference_type,goods_revenue_krw,goods_revenue_usd,warehouse_revenue_krw,warehouse_revenue_usd,shipping_revenue_krw,shipping_revenue_usd,profit_krw,profit_usd,storage_fee_usd,storage_fee_krw,request_photo_fee_usd,request_photo_fee_krw,repack_fee_usd,repack_fee_krw,bubble_wrap_fee_usd,bubble_wrap_fee_krw,vacuum_repack_fee_usd,vacuum_repack_fee_krw,plasticbox_fee_usd,plasticbox_fee_krw,remove_papertube_fee_usd,remove_papertube_fee_krw,inclusion_fee_usd,inclusion_fee_krw,bfm_extra_fee_usd,bfm_extra_fee_krw,receiving_fee_usd,receiving_fee_krw,package_extra_fee_usd,package_extra_fee_krw,shipping_fee_usd,shipping_fee_krw,customer_cost_krw,customer_cost_usd,original_cost_krw,original_cost_usd,fuel_surcharge_cost_krw,fuel_surcharge_cost_usd,marked_up_cost_krw,marked_up_cost_usd,origin_usd_krw_package,usd_krw_package
Q3497,2025-07-10,2025-07-09,676080,0,1,Cuahangkpop (HwangBeom),WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,100,100,1,ASN,0,0,0,0,41533,31.18,8985,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.18,41533,41529,31.18,22240,16.7,10304,7.74,8985,6.75,1373.229819,1332.032924
O9925,2025-07-10,2025-07-09,643279,0,1,ShaRen,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_CONNECT_PLUS,3500,4973,1,ASN,0,0,0,0,96572,72.5,109371,82.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,96572,505521,379.51,270720,203.24,125430,94.16,109371,82.11,1373.229819,1332.032924
Q2007,2025-07-10,2025-07-08,675290,0,1,MusicAndDrama,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,6500,6660,1,ASN,0,0,0,0,126264,94.89,115794,87.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.89,126264,535211,402.22,286620,215.4,132797,99.8,115794,87.02,1371.793911,1330.640094
K9135,2025-07-10,2025-07-09,637725,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,1100,5616,1,ASN,0,0,2664,2,113982,85.57,42070,31.58,0,0,2,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.57,113982,182138,136.74,97540,73.23,45192,33.93,39406,29.58,1373.229819,1332.032924
D3987,2025-07-10,2025-07-09,675821,0,1,Sharen,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2300,4140,1,ASN,0,0,0,0,83652,62.8,106575,80.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,83652,492599,369.81,263800,198.04,122224,91.76,106575,80.01,1373.229819,1332.032924
O1957,2025-07-10,2025-07-09,675792,0,1,Maxim Korea,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_CONNECT_PLUS,1100,2579,1,ASN,0,0,0,0,70638,53.03,30029,22.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.03,70638,138798,104.2,74330,55.8,34439,25.85,30029,22.54,1373.229819,1332.032924
N4197,2025-07-10,2025-07-09,662310,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1100,4493,1,ASN,0,0,0,0,83652,62.8,32845,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,83652,151813,113.97,81300,61.03,37668,28.28,32845,24.66,1373.229819,1332.032924
I6258,2025-07-11,2025-07-09,676558,0,1,cokodive,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_CONNECT_PLUS,1300,3515,1,ASN,0,0,0,0,83598,62.76,32833,24.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.76,83598,151757,113.93,81270,61.01,37654,28.27,32833,24.65,1373.229819,1332.032924
K7022,2025-07-11,2025-07-09,676646,0,1,EVERLINE,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,3500,9412,1,ASN,0,0,0,0,159951,120.08,123083,92.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.08,159951,568898,427.09,304660,228.72,141155,105.97,123083,92.4,1373.229819,1332.032924
O3829,2025-07-14,2025-07-10,658478,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,7600,9945,1,ASN,0,0,2661,2,164753,123.81,126782,95.28,0,0,2,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.81,164753,573697,431.13,307230,230.88,142346,106.97,124121,93.28,1371.850045,1330.694544
I1582,2025-07-14,2025-07-10,656648,0,1,Yes24,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1000,3890,1,ASN,0,0,0,0,76621,57.58,31322,23.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.58,76621,144773,108.8,77530,58.26,35921,26.99,31322,23.54,1371.850045,1330.694544
E3036,2025-07-14,2025-07-11,660066,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,400,1500,1,ASN,0,0,2661,2,52040,39.11,14696,11.04,0,0,2,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.11,52040,55627,41.81,29790,22.39,13802,10.37,12035,9.04,1371.760527,1330.607711
F1722,2025-07-14,2025-07-11,670475,0,1,Weverse Shop,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,400,950,1,ASN,0,0,0,0,45587,34.26,9862,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.26,45587,45581,34.26,24410,18.35,11310,8.5,9862,7.41,1371.760527,1330.607711
J8469,2025-07-14,2025-07-11,677384,0,1,Woojin,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,23200,23200,1,ASN,0,0,0,0,384665,289.09,171700,129.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.09,384665,793611,596.43,425000,319.4,196911,147.99,171700,129.04,1371.760527,1330.607711
G3854,2025-07-14,2025-07-11,625657,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2600,2600,1,ASN,0,0,34596,26,65333,49.1,137208,103.12,24,31935,2,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,65333,474281,356.44,253990,190.88,117679,88.44,102612,77.12,1371.760527,1330.607711
L9553,2025-07-14,2025-07-11,666656,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,5100,17776,1,ASN,0,0,2661,2,259522,195.04,147285,110.69,0,0,2,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.04,259522,668463,502.37,357980,269.03,165859,124.65,144624,108.69,1371.760527,1330.607711
L9553,2025-07-14,2025-07-10,666726,0,1,https:everlineshop.com,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,3100,3754,1,ASN,0,0,0,0,76621,57.58,105052,78.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.58,76621,485559,364.89,260030,195.41,120477,90.54,105052,78.95,1371.850045,1330.694544
L9553,2025-07-14,2025-07-10,671334,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,5300,18688,1,ASN,0,0,2661,2,269971,202.88,149548,112.38,0,0,2,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.88,269971,678920,510.2,363580,273.23,168454,126.59,146886,110.38,1371.850045,1330.694544
A4299,2025-07-14,2025-07-10,660155,0,1,makestar,WE_SHIP,SINGLE,FR,France,FEDEX,INTERNATIONAL_CONNECT_PLUS,1100,1445,1,ASN,0,0,0,0,53374,40.11,26292,19.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.11,53374,121525,91.32,65080,48.91,30153,22.66,26292,19.76,1371.850045,1330.694544
Q3650,2025-07-14,2025-07-10,677880,0,1,The Saracen,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,12300,12300,1,ASN,0,0,0,0,206644,155.29,133183,100.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.29,206644,615581,462.6,329660,247.74,152738,114.78,133183,100.09,1371.850045,1330.694544
A1621,2025-07-15,2025-07-13,677068,0,1,21629,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,500,576,1,ASN,0,0,0,0,45578,34.07,9862,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07,45578,45581,34.07,24410,18.25,11310,8.45,9862,7.37,1379.160383,1337.785572
A1621,2025-07-15,2025-07-13,677074,0,1,21637,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,500,576,1,ASN,0,0,0,0,45578,34.07,9862,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.07,45578,45581,34.07,24410,18.25,11310,8.45,9862,7.37,1379.160383,1337.785572
C8341,2025-07-15,2025-07-13,677261,0,1,Moda 82,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1800,3927,1,ASN,0,0,0,0,76615,57.27,31322,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.27,76615,144773,108.22,77530,57.95,35921,26.85,31322,23.41,1379.160383,1337.785572
A8461,2025-07-15,2025-07-11,642126,0,1,Reseller ,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,2800,2940,1,ASN,0,0,0,0,95977,72.13,109242,82.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.13,95977,504923,379.47,270400,203.22,125282,94.15,109242,82.1,1371.760527,1330.607711
Q6049,2025-07-16,2025-07-15,680525,0,1,Saracen ,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2100,2100,1,ASN,0,0,0,0,61844,46.11,101856,75.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.11,61844,470789,351.01,252120,187.98,116812,87.09,101856,75.94,1382.709831,1341.228536
O1174,2025-07-16,2025-07-14,670025,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,5300,5300,1,ASN,0,0,0,0,109240,81.82,112110,83.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.82,109240,518181,388.11,277500,207.85,128571,96.3,112110,83.97,1376.419785,1335.127191
O1174,2025-07-16,2025-07-14,677792,0,1,Cokodive,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1300,2732,1,ASN,0,0,0,0,65341,48.94,28518,21.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.94,65341,131814,98.73,70590,52.87,32706,24.5,28518,21.36,1376.419785,1335.127191
O1174,2025-07-16,2025-07-14,657107,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2700,12403,1,ASN,0,0,0,0,206638,154.77,133183,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.77,206638,615581,461.07,329660,246.91,152738,114.4,133183,99.75,1376.419785,1335.127191
K1887,2025-07-16,2025-07-14,679407,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,700,2856,1,ASN,0,0,0,0,65341,48.94,14136,10.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.94,65341,65338,48.94,34990,26.21,16212,12.14,14136,10.59,1376.419785,1335.127191
N9056,2025-07-16,2025-07-14,678604,0,1,Kream,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,900,3488,1,ASN,0,0,0,0,72377,54.21,30041,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.21,72377,138854,104,74360,55.7,34452,25.8,30041,22.5,1376.419785,1335.127191
J2569,2025-07-16,2025-07-14,678383,0,1,Everline,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2500,2722,1,ASN,0,0,0,0,65341,48.94,102612,76.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.94,65341,474281,355.23,253990,190.24,117679,88.14,102612,76.86,1376.419785,1335.127191
A1621,2025-07-16,2025-07-14,676679,0,1,20441,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2900,2900,1,ASN,0,0,0,0,65341,48.94,102612,76.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.94,65341,474281,355.23,253990,190.24,117679,88.14,102612,76.86,1376.419785,1335.127191
A1621,2025-07-16,2025-07-14,678623,0,1,20427,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,3500,3500,1,ASN,0,0,0,0,72377,54.21,104135,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.21,72377,481320,360.51,257760,193.06,119425,89.45,104135,78,1376.419785,1335.127191
A1621,2025-07-16,2025-07-14,678625,0,1,20408,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,3500,3500,1,ASN,0,0,0,0,72377,54.21,104135,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.21,72377,481320,360.51,257760,193.06,119425,89.45,104135,78,1376.419785,1335.127191
A1621,2025-07-16,2025-07-14,678629,0,1,20642,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,3400,3400,1,ASN,0,0,0,0,72377,54.21,104135,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.21,72377,481320,360.51,257760,193.06,119425,89.45,104135,78,1376.419785,1335.127191
E7900,2025-07-17,2025-07-15,649134,0,1,Weverse,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_CONNECT_PLUS,2000,2941,1,ASN,0,0,0,0,70643,52.67,103759,77.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.67,70643,479584,357.57,256830,191.49,118994,88.72,103759,77.36,1382.709831,1341.228536
L4545,2025-07-17,2025-07-15,679650,0,1,bstage,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,500,862,1,ASN,0,0,0,0,45575,33.98,9862,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.98,45575,45581,33.98,24410,18.2,11310,8.43,9862,7.35,1382.709831,1341.228536
D5648,2025-07-17,2025-07-15,678161,0,1,MAKESTAR,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_CONNECT_PLUS,5400,7567,1,ASN,0,0,0,0,145242,108.29,119899,89.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.29,145242,554183,413.19,296780,221.27,137504,102.52,119899,89.39,1382.709831,1341.228536
L9553,2025-07-17,2025-07-16,676617,0,1,https:everlineshop.com,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,3700,9207,1,ASN,0,0,0,0,159955,118.88,123083,91.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.88,159955,568898,422.81,304660,226.43,141155,104.91,123083,91.48,1387.129904,1345.516007
B8924,2025-07-18,2025-07-12,650073,0,1,ktown4u,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_CONNECT_PLUS,1600,2564,1,ASN,0,0,0,0,70635,52.8,29666,22.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,70635,137117,102.5,73430,54.89,34022,25.43,29666,22.18,1379.160383,1337.785572
K7022,2025-07-18,2025-07-16,676507,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,1800,4536,1,ASN,0,0,2691,2,87889,65.32,36090,26.82,0,0,2,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.32,87889,154371,114.73,82670,61.44,38303,28.47,33399,24.82,1387.129904,1345.516007
H6550,2025-07-18,2025-07-17,681417,0,1,Yeji Song,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,200,490,1,ASN,0,0,0,0,41532,30.81,8985,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.81,41532,41529,30.81,22240,16.5,10304,7.64,8985,6.67,1389.697294,1348.006375
K0601,2025-07-18,2025-07-17,681834,0,1,Cokodive,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,200,517,1,ASN,0,0,0,0,45576,33.81,9862,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.81,45576,45581,33.81,24410,18.11,11310,8.39,9862,7.32,1389.697294,1348.006375
A1621,2025-07-18,2025-07-16,680471,0,1,21560,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_CONNECT_PLUS,2700,2700,1,ASN,0,0,0,0,70640,52.5,103759,77.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,70640,479584,356.43,256830,190.88,118994,88.44,103759,77.11,1387.129904,1345.516007
I6277,2025-07-18,2025-07-16,681733,0,1,Adsland,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,14200,14200,1,ASN,0,0,0,0,227890,169.37,137780,102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.37,227890,636831,473.3,341040,253.46,158011,117.43,137780,102.4,1387.129904,1345.516007
Q6251,2025-07-18,2025-07-16,681325,0,1,Magazine Q.t 책 3권,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,2800,2800,1,ASN,0,0,0,0,65338,48.56,102612,76.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.56,65338,474281,352.49,253990,188.77,117679,87.46,102612,76.26,1387.129904,1345.516007
G4806,2025-07-21,2025-07-20,682529,0,1,gmarket - 퍼니맨,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_CONNECT_PLUS,200,580,1,ASN,0,0,0,0,44290,32.82,9583,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.82,44290,44293,32.82,23720,17.58,10990,8.14,9583,7.1,1391.203789,1349.467675
C3074,2025-07-21,2025-07-18,680239,0,1,Hyeri Services,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1100,1949,1,ASN,0,0,0,0,55628,41.26,26418,19.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.26,55628,122104,90.57,65390,48.5,30297,22.47,26418,19.59,1389.939947,1348.241749
I6871,2025-07-21,2025-07-17,671956,0,1,Twitter Seller,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,200,200,1,ASN,0,0,0,0,41532,30.81,8985,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.81,41532,41529,30.81,22240,16.5,10304,7.64,8985,6.67,1389.697294,1348.006375
B2019,2025-07-21,2025-07-17,681453,0,1,Victoria Shin,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,7000,9531,1,ASN,0,0,0,0,164753,122.22,124121,92.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.22,164753,573697,425.59,307230,227.91,142346,105.6,124121,92.08,1389.697294,1348.006375
A4231,2025-07-21,2025-07-18,682574,0,1,Bdm,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,9800,9800,1,ASN,0,0,0,0,164755,122.2,124121,92.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.2,164755,573697,425.51,307230,227.87,142346,105.58,124121,92.06,1389.939947,1348.241749
L4991,2025-07-22,2025-07-21,684439,0,1,Enhasunlitae_,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,400,1188,1,ASN,0,0,0,0,52042,38.58,11259,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.58,52042,52042,38.58,27870,20.66,12913,9.57,11259,8.35,1390.650332,1348.930822
J7257,2025-07-22,2025-07-21,683451,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,1800,2570,1,ASN,0,0,0,0,65342,48.44,28518,21.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.44,65342,131814,97.72,70590,52.33,32706,24.25,28518,21.14,1390.650332,1348.930822
D6462,2025-07-22,2025-07-21,683990,0,1,Weverse,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_CONNECT_PLUS,500,950,1,ASN,0,0,0,0,44299,32.84,9583,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.84,44299,44293,32.84,23720,17.58,10990,8.15,9583,7.1,1390.650332,1348.930822
K2952,2025-07-22,2025-07-20,680597,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,200,692,1,ASN,0,0,2699,2,45585,33.78,12561,9.31,0,0,2,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.78,45585,45581,33.78,24410,18.09,11310,8.38,9862,7.31,1391.203789,1349.467675
B4733,2025-07-22,2025-07-20,653857,0,1,KPOPMART,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,19900,19900,1,ASN,0,0,0,0,280446,207.82,149153,110.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.82,280446,689396,510.87,369190,273.58,171053,126.76,149153,110.53,1391.203789,1349.467675
B4733,2025-07-22,2025-07-20,653858,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,20300,20300,1,ASN,0,0,2699,2,287099,212.75,153290,113.59,0,0,2,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.75,287099,696044,515.79,372750,276.22,172703,127.98,150591,111.59,1391.203789,1349.467675
F5234,2025-07-22,2025-07-20,654722,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,500,2203,1,ASN,0,0,0,0,61846,45.83,13380,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83,61846,61846,45.83,33120,24.54,15345,11.37,13380,9.92,1391.203789,1349.467675
K0560,2025-07-22,2025-07-21,681158,0,1,DK SHOP,DK_SHOP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,7100,7100,1,ASN,0,0,0,0,133827,99.21,117431,87.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.21,133827,542774,402.37,290670,215.48,134673,99.84,117431,87.05,1390.650332,1348.930822
E8931,2025-07-22,2025-07-18,681742,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,8400,8400,1,ASN,0,0,2696,2,146122,108.38,122785,91.07,0,0,2,2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.38,146122,555061,411.69,297250,220.47,137722,102.15,120089,89.07,1389.939947,1348.241749
Q0561,2025-07-22,2025-07-18,654942,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,400,1037,1,ASN,0,0,0,0,52042,38.6,11259,8.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,52042,52042,38.6,27870,20.67,12913,9.58,11259,8.35,1389.939947,1348.241749
M4070,2025-07-22,2025-07-19,669745,0,1,apple music,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,10400,10400,1,ASN,0,0,0,0,185363,137.36,128581,95.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.36,185363,594312,440.4,318270,235.85,147461,109.27,128581,95.28,1391.203789,1349.467675
B9545,2025-07-22,2025-07-20,680748,0,1,INDIVIDUAL SELLER,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,9600,12211,1,ASN,0,0,0,0,206644,153.13,133183,98.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.13,206644,615581,456.17,329660,244.29,152738,113.18,133183,98.69,1391.203789,1349.467675
G4806,2025-07-22,2025-07-20,683578,0,1,korean buddies,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_CONNECT_PLUS,300,504,1,ASN,0,0,0,0,45585,33.78,9862,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.78,45585,45581,33.78,24410,18.09,11310,8.38,9862,7.31,1391.203789,1349.467675
E1804,2025-07-23,2025-07-21,674938,0,1,weverse shop,WE_SHIP,SINGLE,ES,Spain,FEDEX,INTERNATIONAL_CONNECT_PLUS,4000,4000,1,ASN,0,0,0,0,83593,61.97,106563,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.97,83593,492543,365.14,263770,195.54,122210,90.6,106563,79,1390.650332,1348.930822
N3657,2025-07-23,2025-07-15,680780,0,1,MAKESTAR,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,5700,5700,1,ASN,0,0,0,0,113978,84.98,113136,84.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.98,113978,522924,389.88,280040,208.79,129748,96.74,113136,84.35,1382.709831,1341.228536
